scene,epoch,loss,density_loss,count_loss,val_mae,val_rmse,lr
A,19,0.004010236933878976,0.004002770425197727,7.466502829255303e-06,4.166614296322777,4.689788930996502,5.932633569242e-05
B,3,0.34373253640494766,0.330883669325068,0.012848867061735821,17.647842610677085,21.65232458611345,0.00019510565162951537
